noun	gender	count
duración	f	721
duration	f	2723
durcissement	m	36876
dure	f	14434
duree	f	2046
dureté	f	73301
durkheimisme	m	676
durée	f	1758257
durée	m	763
dut	m	610
duumvirat	m	639
duvaliérisme	m	1974
duvet	m	7467
duègne	f	1270
dyade	f	12324
dyarchie	f	3029
dyna	f	519
dynamique	f	696514
dynamique	m	2236
dynamis	f	1091
dynamisation	f	9800
dynamisme	m	172012
dynamitage	m	1475
dynamite	f	10063
dynamo	f	2963
dynamomètre	m	1260
dynaste	m	931
dynastie	f	151441
dyptique	m	838
dysarthrie	f	1321
dyscalculie	f	599
dysenterie	f	12075
dysfonction	f	8663
dysfonctionnement	m	26530
dysharmonie	f	3519
dyskinésie	f	511
dyslexie	f	6854
dyslipidémie	f	552
dysmorphie	f	1102
dysménorrhée	f	605
dysorthographie	f	591
dyspareunie	f	757
dyspepsie	f	891
dysphagie	f	2363
dysphasie	f	917
dysphonie	f	1016
dysphorie	f	1826
dysplasie	f	3709
dyspnée	f	8725
dysrégulation	f	557
dysthymie	f	603
dystocie	f	710
dystonie	f	972
dystopie	f	1423
dystrophie	f	2185
dystrophine	f	887
dysurie	f	761
dèche	f	1733
dème	m	607
dé	f	15219
dé	m	14948
déambulateur	m	729
déambulation	f	8001
déambulatoire	m	4294
débacle	f	878
déballage	m	2582
débandade	f	12666
débarcadère	m	2797
débardage	m	1589
débardeur	m	1365
débarquement	m	81644
débarras	m	2628
débat	m	1094103
débattement	m	514
débauchage	m	1810
débauche	f	45216
débauché	m	3100
débet	m	660
débile	m	2440
débilité	f	7761
débine	f	563
débirentier	m	643
débit	m	134801
débitage	m	13816
débitant	m	1227
débiteur	m	95501
débition	f	644
débitmètre	m	1214
débitrice	f	1738
déblaiement	m	2889
déblayage	m	580
déblocage	m	11898
débogage	m	734
débogueur	m	752
déboisement	m	9340
débord	m	1202
débordement	m	23201
déborder	f	579
déborder	m	753
débouché	m	38202
débourrement	m	1857
débours	m	1070
déboursement	m	665
débraillé	m	1303
débrayage	m	3022
débridement	m	1402
débriefing	m	776
débris	m	3629
débrouillard	m	638
débrouillardise	f	6618
débrouille	f	4106
débroussaillage	m	1278
débroussaillement	m	989
débudgétisation	f	794
débureaucratisation	f	550
début	m	1561053
débutant	m	12663
débutante	f	1676
débâcle	f	49262
década	f	3724
décade	f	12221
décadence	f	109406
décadent	m	1118
décadentisme	m	936
décadi	m	2063
décaissement	m	2257
décalage	m	162291
décalcification	f	904
décalcomanie	f	799
décalogue	m	2400
décalque	m	6894
décanat	m	1016
décantation	f	5799
décanteur	m	867
décapage	m	5180
décapitalisation	f	1596
décapitation	f	9571
décapotable	f	863
décarbonatation	f	620
décarboxylation	f	504
décarburation	f	896
décasyllabe	m	1674
décembre	m	2387
décence	f	19997
décennie	f	369133
décentrage	m	1413
décentralisation	f	321754
décentration	f	4333
décentrement	m	7535
décepteur	m	540
déception	f	87074
décharge	f	74542
décharge	m	977
déchargement	m	11924
déchaussement	m	678
déchaînement	m	21324
déchet	m	14513
déchetterie	f	838
déchiffrage	m	6208
déchiffrement	m	17463
déchiffreur	m	1034
déchire	f	1345
déchire	m	1468
déchirement	m	24235
déchirure	f	37368
déchristianisation	f	16532
déchéance	f	86634
décidabilité	f	804
décideur	m	23220
décile	m	1626
décima	f	540
décimale	f	1229
décimateur	m	722
décimation	f	1530
décime	f	1206
décimètre	m	737
décisif	m	696
décision	f	1979546
décision	m	719
décisionnisme	m	1133
décison	f	564
déclamation	f	14834
déclara	f	531
déclarant	m	4685
déclaration	f	752134
déclassement	m	16735
déclassification	f	938
déclassé	m	1091
déclenche	f	605
déclenchement	m	92882
déclencheur	m	10491
déclic	m	15801
déclin	m	251365
déclinaison	f	25227
déclinatoire	m	1846
déclivité	f	4953
décloisonnement	m	10724
déco	f	652
décoction	f	8059
décodage	m	15084
décodeur	m	3830
décohabitation	f	3651
décohérence	f	1013
décohésion	f	635
décollage	m	22574
décollation	f	2931
décollectivisation	f	2620
décollement	m	9066
décolletage	m	819
décolleté	m	3776
décolonisation	f	106336
décoloration	f	3071
décommunisation	f	771
décompensation	f	5141
décomposition	f	114481
décompression	f	4592
décompte	m	34341
déconcentration	f	31548
déconditionnement	m	1098
déconfessionnalisation	f	3242
déconfiture	f	9454
décongestion	f	953
décongélation	f	1226
déconnection	f	1022
déconnexion	f	9904
déconsidération	f	3435
déconstruction	f	45453
décontamination	f	4735
décontextualisation	f	2980
décontraction	f	4368
déconvenue	f	5713
déconvolution	f	878
décor	m	279117
décorateur	m	8368
décoratif	m	1231
décoration	f	112294
décoratrice	f	643
décorticage	m	2394
décorum	m	4539
décote	f	9343
découpage	m	129582
découpe	f	20648
découpe	m	1068
découplage	m	9162
découpure	f	934
découragement	m	27653
décours	m	2620
décousu	m	1473
découvert	m	6079
découverte	f	698856
découvre	f	3202
découvre	m	1592
découvreur	m	6832
découvrir	f	10508
découvrir	m	15286
décret	m	705102
décretloi	m	698
décri	m	691
décriminalisation	f	2416
décrire	f	512
décrispation	f	2770
décrit	f	5250
décrit	m	2516
décrochage	m	13174
décrochement	m	6085
décroissance	f	38790
décroissement	m	871
décrue	f	11041
décryptage	m	10867
décryptement	m	500
décréation	f	838
décréolisation	f	720
décrépitude	f	9860
décrétale	f	994
décubitus	m	1668
déculpabilisation	f	1396
déculturation	f	4150
décuplement	m	808
décurion	m	592
décès	m	156961
décédé	m	1076
décélération	f	12472
dédain	m	18688
dédale	m	23214
dédicace	f	54935
dédicant	m	673
dédicataire	f	1182
dédicataire	m	3425
dédifférenciation	f	1115
dédit	m	1276
dédition	f	797
dédommagement	m	16110
dédouanement	m	2215
dédoublement	m	40664
dédramatisation	f	1999
déductibilité	f	6087
déduction	f	88205
déduit	m	1172
déesse	f	107436
déf	f	509
défaillance	f	63561
défaire	f	626
défait	m	610
défaite	f	356823
défaitisme	m	5281
défaut	m	207429
défaveur	f	5467
défect	m	804
défection	f	28926
défectuosité	f	3773
défend	f	814
défenderesse	f	18399
défendeur	m	47276
défends	m	502
défendu	m	799
défenestration	f	1135
défense	f	1184114
défense	m	512
défenseur	m	66810
défensive	f	37361
déferlante	f	5466
déferlement	m	20916
défi	f	762
défi	m	304806
défiance	f	44284
défibrillateur	m	1039
défibrillation	f	530
déficience	f	45593
déficient	m	874
déficit	m	387447
défiguration	f	4771
défilement	m	4243
défilé	m	61408
définit	f	5047
définit	m	707
définition	f	1542525
définitude	f	1019
défiscalisation	f	3663
défit	m	1184
déflagration	f	9371
déflateur	m	3047
déflation	f	19390
déflecteur	m	620
déflection	f	577
déflexion	f	3123
défloration	f	4345
défmition	f	620
défoliation	f	1898
défonce	f	1408
défoncement	m	641
déforestation	f	22641
déformabilité	f	1426
déformation	f	110499
déforme	f	598
déforme	m	573
déformée	f	1847
défoulement	m	3891
défragmentation	f	608
défrichage	m	3302
défriche	f	843
défrichement	m	14218
défricheur	m	1726
défroque	f	2939
défroqué	m	544
défunt	m	58993
défunte	f	18126
défusion	f	640
défécation	f	4717
déférence	f	15174
déférent	m	708
déféré	m	867
dégage	f	530
dégagement	m	29857
dégaine	f	1289
dégazage	m	2281
dégel	m	9295
déglaciation	f	1796
déglutition	f	10025
dégonflement	m	1380
dégorgement	m	574
dégoût	m	45795
dégradabilité	f	501
dégradation	f	302536
dégradé	m	6697
dégraissage	m	1995
dégraissant	m	1869
dégranulation	f	1024
dégressivité	f	2623
dégringolade	f	4898
dégroupage	m	1551
dégroupement	m	525
dégrèvement	m	5213
dégré	m	968
déguerpissement	m	1322
déguisement	m	20138
dégustateur	m	820
dégustation	f	11850
dégât	m	2922
dégénération	f	2473
dégénérescence	f	44673
dégénéré	m	1238
déhanchement	m	1701
déhiscence	f	2891
déicide	m	719
déictique	m	4263
déification	f	4932
déisme	m	7139
déiste	m	1268
déité	f	5559
déixis	f	1526
déjection	f	842
déjeuner	m	58010
déjeûner	m	667
déjudaïsation	f	616
déjudiciarisation	f	1025
dékoulakisation	f	747
délabrement	m	10682
délai	m	636137
délais	m	768
délaissement	m	5259
délaissée	f	535
délassement	m	3610
délateur	m	2870
délation	f	19669
délectation	f	12678
délestage	m	1694
déliaison	f	7471
déliance	f	662
délibération	f	111793
délibéré	m	2807
délicatesse	f	40419
délice	m	6012
délicieuse	f	852
délicieux	m	1165
déliement	m	989
délimitation	f	125470
délinquance	f	156818
délinquant	m	25732
délinéation	f	885
déliquescence	f	10542
délirant	m	1685
délire	m	77116
délit	m	110168
délitement	m	4091
délivrance	f	142373
délivre	f	905
délivre	m	1402
délié	m	860
délocalisation	f	29424
déloyauté	f	3316
déluge	m	37379
délégalisation	f	728
délégant	m	2002
délégataire	m	4226
délégation	f	459659
délégitimation	f	3925
délégué	m	115078
déléguée	f	5924
délétion	f	3709
démagogie	f	30952
démagogue	m	3173
démangeaison	f	3300
démantèlement	m	52282
démarcation	f	24331
démarchage	m	3956
démarche	f	1112211
démarcheur	m	1263
démariage	m	1298
démarquage	m	2322
démarque	f	610
démarrage	m	55891
démarreur	m	1450
démasquage	m	607
dématérialisation	f	9793
démembrement	m	21177
démence	f	38033
dément	m	4450
démente	f	714
démenti	m	29115
démesure	f	43269
démilitarisation	f	8142
déminage	m	3313
déminéralisation	f	1756
démission	f	144616
démissionnaire	m	679
démiurge	m	11542
démiurgie	f	1455
démixtion	f	524
démo	f	1972
démobilisation	f	22568
démocrade	f	655
démocrate	m	11366
démocratie	f	1444795
démocratique	f	602
démocratisation	f	143518
démocratisme	m	1387
démodulation	f	524
démographe	m	6085
démographie	f	117082
démolisseur	m	780
démolition	f	47159
démon	m	70114
démone	f	999
démoniaque	m	2959
démonique	m	940
démonisation	f	1222
démonisme	m	738
démonologie	f	4476
démonomanie	f	661
démonopolisation	f	1014
démonstrateur	m	2080
démonstratif	m	5993
démonstration	f	334196
démontage	m	9093
démontre	m	5661
démonétisation	f	2735
démoralisation	f	8278
démos	m	2061
démotique	m	504
démotivation	f	5270
démoulage	m	800
démultiplication	f	12774
démuni	m	518
démystification	f	8912
démythification	f	2689
démythologisation	f	1299
démyélinisation	f	761
déménagement	m	22977
déménageur	m	859
démérite	m	646
démêlé	m	548
dénatalité	f	8000
dénationalisation	f	5307
dénaturalisation	f	1223
dénaturation	f	15154
dénature	f	518
dénazification	f	2931
déneigement	m	769
dénervation	f	829
déni	m	52546
dénigrement	m	9865
dénitrification	f	2151
dénivellation	f	7643
dénivellement	m	575
dénivelé	m	2148
dénivelée	f	1031
dénombrement	m	27107
dénominateur	m	37588
dénomination	f	143831
dénommé	m	18585
dénommée	f	1649
dénonciateur	m	5028
dénonciation	f	167049
dénotation	f	14520
dénoté	m	675
dénouement	m	67206
dénucléarisation	f	4288
dénudation	f	2867
dénuement	m	26986
dénutrition	f	6619
dénégation	f	33938
déodorant	m	566
déontologie	f	40298
dépaissance	f	1175
dépannage	m	2867
dépanneur	m	1807
dépanneuse	f	646
départ	m	616831
départage	m	939
département	m	495339
départementalisation	f	18650
départements	m	561
dépassement	m	117932
dépaysement	m	12869
dépeint	f	1367
dépeint	m	2879
dépendance	f	384443
dépendant	m	1757
dépense	f	229807
dépense	m	684
déperdition	f	18253
dépersonnalisation	f	11373
dépeuplement	m	9318
dépeçage	m	5060
déphasage	m	8370
dépigmentation	f	880
dépiquage	m	823
dépistage	m	41090
dépit	m	11370
déplace	f	659
déplace	m	561
déplacement	m	303229
déplacer	f	509
déplafonnement	m	1586
déplaisir	m	8723
dépli	m	671
dépliant	m	7730
dépliement	m	823
déploiement	m	115075
déploration	f	5854
déplétion	f	3500
dépolarisation	f	4906
dépolitisation	f	10052
dépollution	f	4851
dépolymérisation	f	579
dépopulation	f	14903
déport	m	1914
déportation	f	96710
déporté	m	6612
déportée	f	798
déposant	m	8072
déposante	f	795
dépose	f	5095
dépose	m	1289
dépositaire	f	2383
dépositaire	m	29238
déposition	f	34959
dépossession	f	30999
dépot	m	520
dépotoir	m	6158
dépouille	f	38246
dépouille	m	2102
dépouillement	m	67696
dépoussiérage	m	1752
dépravation	f	13118
dépressif	m	914
dépression	f	165937
dépressivité	f	872
déprime	f	6794
déprise	f	7618
déprivation	f	1177
déprofessionnalisation	f	746
déprogrammation	f	595
déprotection	f	570
dépréciation	f	63091
déprédation	f	1074
dépuration	f	814
députation	f	39321
député	f	712
député	m	283650
députée	f	25974
députés	m	743
dépècement	m	981
dépèche	f	1025
dépénalisation	f	8094
dépérissement	m	22023
dépêche	f	50747
dépôt	m	229535
déqualification	f	7767
déracinement	m	15355
déraciné	m	1931
déraillement	m	2955
déraison	f	17814
déraisonnable	m	728
dérange	m	853
dérangement	m	7412
dérapage	m	14385
dératisation	f	624
dératé	m	628
déresponsabilisation	f	3221
dérision	f	49652
dérisoire	f	648
dérisoire	m	4382
dérivatif	m	4880
dérivation	f	43512
dérive	f	149102
dérivé	m	19996
dérivée	f	17444
dérobade	f	7041
dérobée	f	13131
dérogation	f	42572
dérogeance	f	1224
déroulage	m	529
déroulement	m	296825
déroulé	m	1406
déroute	f	32385
déroute	m	560
déroutement	m	928
dérèglement	m	18546
dérèglementation	f	530
déréalisation	f	4499
déréglementation	f	45902
dérégulation	f	17855
déréliction	f	10795
dés	f	897
dés	m	605
désabusement	m	1195
désaccord	m	56827
désacidification	f	929
désacralisation	f	10796
désactivation	f	2258
désadaptation	f	1310
désaffectation	f	3997
désaffection	f	38941
désaffiliation	f	2906
désagrégation	f	35118
désagrément	m	6384
désaisissement	m	507
désaisonnalisation	f	613
désajustement	m	1389
désalignement	m	522
désaliénation	f	2853
désambiguïsation	f	1426
désamortissement	m	524
désamorçage	m	914
désamour	m	1706
désapparentement	m	721
désappointement	m	2174
désapprobation	f	14138
désappropriation	f	3142
désarmement	m	79541
désarroi	m	62530
désarticulation	f	8464
désastre	m	88204
désaturation	f	1135
désavantage	m	17108
désaveu	m	22421
déscolarisation	f	2561
désectorisation	f	561
désenchantement	m	27375
désenclavement	m	10920
désencombrement	m	542
désendettement	m	2569
désengagement	m	40867
désensibilisation	f	3244
désert	m	211791
déserteur	m	7971
désertification	f	43006
désertion	f	31583
désescalade	f	1351
désespoir	m	111083
désespérance	f	12685
désespéré	m	2429
désexcitation	f	823
désexualisation	f	1861
déshabillage	m	1772
déshabillé	m	1527
désherbage	m	7742
désherbant	m	652
déshonneur	m	15577
déshumanisation	f	9859
déshydratation	f	13815
déshérence	f	2419
déshérité	m	706
désidentification	f	1058
désignant	m	634
désignateur	m	1304
désignation	f	224356
désigne	f	4305
désigne	m	3272
désigné	m	1230
désillusion	f	29055
désincarnation	f	2312
désincitation	f	1091
désindexation	f	1927
désindustrialisation	f	11496
désinence	f	9541
désinfectant	m	2125
désinfection	f	14846
désinflation	f	10789
désinformation	f	18992
désinhibition	f	1276
désinsectisation	f	639
désinsertion	f	2848
désinstitutionnalisation	f	2618
désintermédiation	f	2330
désintoxication	f	1968
désintrication	f	1980
désintégration	f	48670
désintéressement	m	19970
désintérêt	m	29241
désinvestissement	m	8744
désinvolture	f	19382
désir	m	1096168
désirabilité	f	3230
désirable	m	640
désire	f	1905
désire	m	7318
désirer	f	2179
désirer	m	1428
désires	m	1638
désiré	m	821
désistement	m	9949
désobstruction	f	732
désobéissance	f	34728
désocialisation	f	2736
désoeuvrement	m	994
désolation	f	31214
désolidarisation	f	1556
désordre	m	205142
désorganisation	f	41997
désorientation	f	8234
désorption	f	2997
déspécialisation	f	1335
déstabilisation	f	33177
déstalinisation	f	5897
déstockage	m	1907
déstructuration	f	16438
désubjectivation	f	1140
désublimation	f	730
désubstantialisation	f	588
désulfuration	f	1652
désunion	f	16434
désurbanisation	f	674
désutilité	f	3079
désuétude	f	6456
désymbolisation	f	920
désynchronisation	f	2576
désyndicalisation	f	2362
déségrégation	f	2405
désémantisation	f	657
désépargne	f	887
déséquilibre	m	129875
déséquilibré	m	1112
désétatisation	f	1837
désœuvrement	m	6052
détachabilité	f	718
détachement	m	112457
détaché	m	524
détail	m	356762
détaillant	m	4853
détails	m	629
détartrage	m	1337
détaxation	f	1924
détaxe	f	1175
détecteur	m	20830
détection	f	75108
détective	m	15281
détendeur	m	922
détente	f	86744
détenteur	m	33030
détention	f	132111
détentrice	f	1216
détergent	m	2154
déterminabilité	f	1371
déterminance	f	740
déterminant	m	36948
déterminatif	m	1453
détermination	f	570934
détermine	f	1212
détermine	m	989
déterminisme	m	73299
déterministe	m	544
déterminité	f	4963
déterminé	m	1903
déterritorialisation	f	5470
détersion	f	709
détestation	f	4477
déteste	f	1288
déteste	m	1023
déthésaurisation	f	576
détonateur	m	8991
détonation	f	9189
détotalisation	f	698
détour	m	98921
détourage	m	644
détourne	f	614
détournement	m	64741
détoxication	f	693
détoxification	f	607
détracteur	m	1449
détraquement	m	695
détraqué	m	748
détrempe	f	2118
détresse	f	86274
détritus	m	602
détroit	m	42450
détruire	f	6437
détruit	f	2428
détruit	m	2464
détumescence	f	519
détérioration	f	117041
dévalorisation	f	36572
dévaluation	f	127089
dévastation	f	12708
déve	m	2450
déveine	f	1265
dévelop	m	2336
dévelopement	m	1006
développe	f	1685
développe	m	3093
développement	f	1070
développement	m	3445399
développementalisme	m	586
développeur	m	3863
déverbal	m	560
dévergondage	m	1773
dévergondée	f	577
déverrouillage	m	730
dévers	m	553
déversement	m	9489
déversoir	m	3983
déviance	f	35010
déviant	m	1841
déviateur	m	669
déviation	f	47257
dévidage	m	655
dévidoir	m	761
dévisage	f	531
dévisage	m	525
dévitalisation	f	2378
dévoiement	m	5851
dévoile	f	525
dévoile	m	660
dévoilement	m	28282
dévolution	f	28227
dévoration	f	6395
dévore	f	593
dévore	m	604
dévoreur	m	666
dévoreuse	f	512
dévot	m	5842
dévote	f	2651
dévotion	f	80778
dévouement	m	61151
dévoué	m	1512
día	m	2152
dîme	f	38876
dîner	m	104172
dînette	f	1436
dôme	m	21431
e	f	4682
e	m	16671
eau	f	70480
ecchymose	f	785
ecclésiastique	m	4661
ecclésiologie	f	4303
economia	f	603
economía	f	3408
ectoplasme	m	797
eczéma	m	2224
ed	f	536
edad	f	2146
edición	f	2669
educación	f	3408
educaciôn	f	1107
effacement	m	14836
effecteur	m	573
effectif	m	47552
effectivité	f	3223
effectuation	f	1139
effervescence	f	8277
effet	m	660841
efficacité	f	75069
efficience	f	4415
effigie	f	4740
effleurement	m	654
efflorescence	f	1604
effluent	m	980
effluve	m	637
effondrement	m	27914
effort	m	391267
effraction	f	3676
effritement	m	3254
effroi	m	3288
effronterie	f	621
effusion	f	4034
eficacia	f	868
efpece	f	564
ego	m	6463
eidos	m	649
eidétique	f	570
ejecución	f	907
ejemplo	m	1139
elaboración	f	1919
eldorado	m	1665
elección	f	2098
element	m	841
elemento	m	2506
elfe	m	596
ellipse	f	11111
ellipsoïde	m	1666
email	m	642
emancipación	f	520
emballage	m	6946
emballement	m	2310
embarcadère	m	921
embarcation	f	9090
embardée	f	1792
embargo	m	14706
embarquement	m	2540
embarras	m	7828
embase	f	565
embauche	f	6316
embellie	f	3740
embellissement	m	1192
emblème	m	12968
embolie	f	3894
embolisation	f	504
embonpoint	m	1278
embouchure	f	1513
embourgeoisement	m	641
embout	m	1523
embouteillage	m	3026
emboîtement	m	4068
embranchement	m	4554
embrasement	m	3380
embrassade	f	520
embrassement	m	548
embrasure	f	1361
embrayage	m	960
embrayeur	m	971
embrigadement	m	703
embrouillamini	m	715
embryon	m	27665
embuscade	f	18603
emergencia	f	935
emigración	f	1014
emmerdeur	m	728
empan	m	1577
empathie	f	3168
empereur	m	16703
emphase	f	3989
emphysème	m	835
empierrement	m	558
empilage	m	664
empilement	m	6880
empire	m	60122
empirique	m	663
empirisme	m	7536
empiriste	m	1076
empiètement	m	726
empiétement	m	3128
emplacement	m	29269
emploi	m	441679
employeur	m	30744
employé	m	50534
employée	f	8666
emplâtre	m	1713
empoignade	f	933
empoisonnement	m	4338
empoisonneur	m	749
emportement	m	1862
empreinte	f	25976
empresa	f	3184
empressement	m	4038
emprise	f	22304
emprisonnement	m	25536
emprunt	m	58353
emprunteur	m	3195
empâtement	m	564
empêchement	m	10713
